Province/State,Country/Region,Last Update,Confirmed,Recovered,Death
Shanghai,Mainland China,2/13/2020 0:13,313,1,57
Guangxi,Mainland China,2/13/2020 0:23,222,2,33
Jilin,Mainland China,2/13/2020 0:23,84,1,22
Henan,Mainland China,2/13/2020 0:33,1169,10,258
Sichuan,Mainland China,2/13/2020 0:33,451,1,93
Fujian,Mainland China,2/13/2020 0:43,279,0,54
Jiangsu,Mainland China,2/13/2020 0:53,570,0,131
Anhui,Mainland China,2/13/2020 1:03,910,5,128
Jiangxi,Mainland China,2/13/2020 1:13,872,1,170
Shandong,Mainland China,2/13/2020 1:13,506,2,98
Guizhou,Mainland China,2/13/2020 1:13,135,1,20
Zhejiang,Mainland China,2/13/2020 1:23,1145,0,327
Ningxia,Mainland China,2/13/2020 1:23,64,0,24
Xinjiang,Mainland China,2/13/2020 1:23,63,1,3
Inner Mongolia,Mainland China,2/13/2020 1:23,61,0,6
Hunan,Mainland China,2/13/2020 1:33,968,2,312
Hebei,Mainland China,2/13/2020 1:53,265,3,55
Guangdong,Mainland China,2/13/2020 2:13,1241,2,284
Shaanxi,Mainland China,2/13/2020 2:13,229,0,42
Liaoning,Mainland China,2/13/2020 2:23,116,1,21
Beijing,Mainland China,2/13/2020 2:33,366,3,68
Tianjin,Mainland China,2/13/2020 2:43,113,2,11
Yunnan,Mainland China,2/13/2020 2:53,155,0,23
"San Diego County, CA",US,2/13/2020 3:13,2,0,0
Shanghai,Mainland China,2/13/2020 6:13,315,1,62
,Vietnam,2/13/2020 6:33,16,0,7
Yunnan,Mainland China,2/13/2020 8:43,156,0,27
Gansu,Mainland China,2/13/2020 8:43,87,2,34
Qinghai,Mainland China,2/13/2020 8:43,18,0,11
Jiangsu,Mainland China,2/13/2020 10:33,570,0,139
Fujian,Mainland China,2/13/2020 10:33,279,0,57
Hebei,Mainland China,2/13/2020 10:33,265,3,68
Shaanxi,Mainland China,2/13/2020 10:33,229,0,46
Guizhou,Mainland China,2/13/2020 10:33,135,1,27
Xinjiang,Mainland China,2/13/2020 10:33,63,1,6
Hainan,Mainland China,2/13/2020 10:43,157,4,30
,Malaysia,2/13/2020 10:53,19,0,3
Hunan,Mainland China,2/13/2020 11:53,968,2,339
Tianjin,Mainland China,2/13/2020 11:53,117,3,21
Heilongjiang,Mainland China,2/13/2020 12:13,395,9,33
,Japan,2/13/2020 12:23,28,1,9
Guangdong,Mainland China,2/13/2020 13:33,1241,2,314
Anhui,Mainland China,2/13/2020 13:33,910,5,157
Shandong,Mainland China,2/13/2020 13:33,509,2,105
Sichuan,Mainland China,2/13/2020 13:33,451,1,104
Jilin,Mainland China,2/13/2020 13:33,84,1,24
Hubei,Mainland China,2/13/2020 14:13,48206,1310,3459
Zhejiang,Mainland China,2/13/2020 14:13,1145,0,360
Chongqing,Mainland China,2/13/2020 14:13,525,3,128
Beijing,Mainland China,2/13/2020 14:13,366,3,69
Macau,Macau,2/13/2020 14:13,10,0,3
Liaoning,Mainland China,2/13/2020 14:33,117,1,22
,Singapore,2/13/2020 14:33,58,0,15
Henan,Mainland China,2/13/2020 14:53,1169,10,296
Hong Kong,Hong Kong,2/13/2020 14:53,53,1,1
,Germany,2/13/2020 15:13,16,0,1
Gansu,Mainland China,2/13/2020 15:53,90,2,39
,Thailand,2/13/2020 17:53,33,0,12
New South Wales,Australia,2/13/2020 17:53,4,0,4
Victoria,Australia,2/13/2020 17:53,4,0,4
,India,2/13/2020 18:53,3,0,0
"San Antonio, TX",US,2/13/2020 18:53,1,0,0
Chongqing,Mainland China,2/13/2020 23:23,529,4,128
Shanxi,Mainland China,2/13/2020 23:23,126,0,36
Tianjin,Mainland China,2/13/2020 23:43,119,3,21
Shanghai,Mainland China,2/14/2020 0:03,318,1,62
Hebei,Mainland China,2/14/2020 0:03,283,3,69
Hubei,Mainland China,2/14/2020 0:13,51986,1426,4131
Diamond Princess cruise ship,Others,2/14/2020 0:13,218,0,0
Heilongjiang,Mainland China,2/14/2020 0:23,418,11,37
Guangxi,Mainland China,2/14/2020 0:23,226,2,35
Shandong,Mainland China,2/14/2020 0:43,519,2,111
Sichuan,Mainland China,2/14/2020 0:43,463,1,105
Fujian,Mainland China,2/14/2020 0:43,281,0,59
Jilin,Mainland China,2/14/2020 0:43,86,1,25
Hainan,Mainland China,2/14/2020 0:53,158,4,30
Jiangsu,Mainland China,2/14/2020 1:03,593,0,137
Henan,Mainland China,2/14/2020 1:13,1184,11,313
Zhejiang,Mainland China,2/14/2020 1:13,1155,0,367
Jiangxi,Mainland China,2/14/2020 1:13,900,1,187
Xinjiang,Mainland China,2/14/2020 1:13,65,1,6
Guangdong,Mainland China,2/14/2020 1:23,1261,2,332
Hunan,Mainland China,2/14/2020 1:23,988,2,352
Anhui,Mainland China,2/14/2020 1:33,934,6,166
Ningxia,Mainland China,2/14/2020 1:43,67,0,24
Guizhou,Mainland China,2/14/2020 1:53,140,1,28
Inner Mongolia,Mainland China,2/14/2020 2:03,65,0,6
Taiwan,Taiwan,2/14/2020 2:13,18,0,2
,Japan,2/14/2020 3:53,29,1,9
Shanghai,Mainland China,2/14/2020 4:13,318,1,90
Beijing,Mainland China,2/14/2020 6:33,372,3,80
Shanxi,Mainland China,2/14/2020 6:33,126,0,38
Chongqing,Mainland China,2/14/2020 8:53,532,5,139
Hong Kong,Hong Kong,2/14/2020 9:03,56,1,1
Hunan,Mainland China,2/14/2020 9:23,988,2,364
Hubei,Mainland China,2/14/2020 10:03,51986,1318,3900
Jiangsu,Mainland China,2/14/2020 10:03,593,0,157
Shandong,Mainland China,2/14/2020 11:13,523,2,136
Sichuan,Mainland China,2/14/2020 11:13,463,1,114
Hebei,Mainland China,2/14/2020 11:13,283,3,87
Fujian,Mainland China,2/14/2020 11:13,281,0,63
Tianjin,Mainland China,2/14/2020 11:13,120,3,31
,Singapore,2/14/2020 12:43,67,0,17
Guangdong,Mainland China,2/14/2020 12:53,1261,2,362
Henan,Mainland China,2/14/2020 12:53,1184,11,357
Anhui,Mainland China,2/14/2020 12:53,934,6,193
Shaanxi,Mainland China,2/14/2020 12:53,230,0,54
Yunnan,Mainland China,2/14/2020 12:53,162,0,36
Heilongjiang,Mainland China,2/14/2020 13:23,419,11,47
Zhejiang,Mainland China,2/14/2020 14:13,1155,0,403
Guangxi,Mainland China,2/14/2020 15:23,226,2,36
Hainan,Mainland China,2/14/2020 15:23,159,4,43
Liaoning,Mainland China,2/14/2020 15:23,119,1,29
Jiangxi,Mainland China,2020-02-15T01:33:02,913,210,1
Shanghai,Mainland China,2020-02-15T03:13:06,326,124,1
Taiwan,Taiwan,2020-02-15T03:43:02,18,2,0
,United Arab Emirates,2020-02-15T06:03:03,8,3,0
Guangxi,Mainland China,2020-02-15T06:33:01,235,44,2
Yunnan,Mainland China,2020-02-15T06:33:01,168,42,0
Sichuan,Mainland China,2020-02-15T08:43:03,470,119,1
Ningxia,Mainland China,2020-02-15T08:43:03,70,33,0
Qinghai,Mainland China,2020-02-15T08:43:03,18,13,0
Beijing,Mainland China,2020-02-15T09:53:01,375,98,4
Liaoning,Mainland China,2020-02-15T09:53:01,119,31,1
Xinjiang,Mainland China,2020-02-15T09:53:01,70,10,1
Zhejiang,Mainland China,2020-02-15T11:23:17,1162,428,0
Shandong,Mainland China,2020-02-15T11:23:17,532,156,2
Hainan,Mainland China,2020-02-15T11:23:17,162,39,4
Heilongjiang,Mainland China,2020-02-15T11:43:01,425,68,11
Henan,Mainland China,2020-02-15T12:13:08,1212,391,13
Anhui,Mainland China,2020-02-15T12:13:08,950,221,6
Jiangsu,Mainland China,2020-02-15T12:13:08,604,186,0
Shaanxi,Mainland China,2020-02-15T12:13:08,232,60,0
Gansu,Mainland China,2020-02-15T12:13:08,90,49,2
Jilin,Mainland China,2020-02-15T12:13:08,88,26,1
Hunan,Mainland China,2020-02-15T13:03:04,1001,425,2
Hebei,Mainland China,2020-02-15T13:03:04,291,101,3
Fujian,Mainland China,2020-02-15T13:03:04,285,71,0
Tianjin,Mainland China,2020-02-15T13:43:01,122,37,3
Guangdong,Mainland China,2020-02-15T14:03:04,1294,410,2
Inner Mongolia,Mainland China,2020-02-15T14:03:04,68,7,0
Guizhou,Mainland China,2020-02-15T14:53:04,143,41,1
Diamond Princess cruise ship,Others,2020-02-15T17:03:04,285,0,0
,Spain,2020-02-15T17:23:04,2,2,0
,Japan,2020-02-15T17:43:06,43,12,1
,France,2020-02-15T20:53:02,12,4,1
Hubei,Mainland China,2020-02-15T23:13:05,56249,5623,1596
Shanxi,Mainland China,2020-02-15T23:13:05,128,46,0
Chongqing,Mainland China,2020-02-15T23:23:07,544,184,5
,South Korea,2020-02-15T23:33:02,28,9,0
,Malaysia,2020-02-15T23:43:02,22,7,0
,Singapore,2020-02-15T23:53:02,72,18,0
,South Korea,2020-02-16T01:33:02,29,9,0
Shanghai,Mainland China,2020-02-16T02:53:02,328,140,1
Diamond Princess cruise ship,Others,2020-02-16T03:43:02,355,0,0
,India,2020-02-16T07:43:02,3,3,0
Anhui,Mainland China,2020-02-16T08:33:02,962,255,6
Xinjiang,Mainland China,2020-02-16T08:33:02,71,12,1
Inner Mongolia,Mainland China,2020-02-16T08:33:02,70,8,0
Guizhou,Mainland China,2020-02-16T09:13:09,144,46,1
Zhejiang,Mainland China,2020-02-16T09:33:02,1167,456,0
Jiangsu,Mainland China,2020-02-16T09:33:02,617,218,0
Yunnan,Mainland China,2020-02-16T09:53:01,171,42,0
Hong Kong,Hong Kong,2020-02-16T09:53:01,57,2,1
Jiangxi,Mainland China,2020-02-16T10:03:06,925,240,1
Sichuan,Mainland China,2020-02-16T10:03:06,481,131,3
Beijing,Mainland China,2020-02-16T10:03:06,380,108,4
Jilin,Mainland China,2020-02-16T10:03:06,89,30,1
Taiwan,Taiwan,2020-02-16T11:23:06,20,2,1
Guangdong,Mainland China,2020-02-16T12:03:06,1316,465,2
Shandong,Mainland China,2020-02-16T12:03:06,537,173,2
Hebei,Mainland China,2020-02-16T12:03:06,300,105,3
Fujian,Mainland China,2020-02-16T12:03:06,287,82,0
Guangxi,Mainland China,2020-02-16T12:03:06,237,49,2
Hainan,Mainland China,2020-02-16T12:03:06,162,52,4
Liaoning,Mainland China,2020-02-16T12:03:06,121,40,1
Macau,Macau,2020-02-16T12:03:06,10,5,0
Tianjin,Mainland China,2020-02-16T12:23:02,124,45,3
Hunan,Mainland China,2020-02-16T13:13:04,1004,464,3
Henan,Mainland China,2020-02-16T13:53:03,1231,440,13
Heilongjiang,Mainland China,2020-02-16T13:53:03,445,79,11
Shaanxi,Mainland China,2020-02-16T13:53:03,236,71,0
Gansu,Mainland China,2020-02-16T13:53:03,90,54,2
,Singapore,2020-02-16T16:23:06,75,18,0
,UK,2020-02-16T16:23:06,9,8,0
,Japan,2020-02-16T17:43:03,59,12,1
,Thailand,2020-02-16T18:03:02,34,14,0
,United Arab Emirates,2020-02-16T20:43:02,9,4,0
Hubei,Mainland China,2020-02-16T23:53:01,58182,6639,1696
Chongqing,Mainland China,2020-02-16T23:53:01,551,207,5
Shanxi,Mainland China,2020-02-16T23:53:01,129,50,0
Beijing,Mainland China,2020-02-17T01:23:02,381,114,4
Jiangxi,Mainland China,2020-02-17T01:33:02,930,275,1
Xinjiang,Mainland China,2020-02-17T01:53:01,75,12,1
Inner Mongolia,Mainland China,2020-02-17T02:03:06,72,8,0
,Belgium,2020-02-17T04:23:06,1,1,0
,Thailand,2020-02-17T07:33:02,35,15,0
Heilongjiang,Mainland China,2020-02-17T08:03:06,457,85,11
British Columbia,Canada,2020-02-17T08:03:07,5,0,0
South Australia,Australia,2020-02-17T08:13:09,2,2,0
Anhui,Mainland China,2020-02-17T09:13:07,973,280,6
Jiangsu,Mainland China,2020-02-17T10:23:04,626,258,0
Fujian,Mainland China,2020-02-17T10:23:04,290,90,0
Guangxi,Mainland China,2020-02-17T10:23:04,238,53,2
Yunnan,Mainland China,2020-02-17T10:23:04,171,47,0
Shandong,Mainland China,2020-02-17T11:03:06,541,191,2
Hainan,Mainland China,2020-02-17T11:03:06,163,59,4
Jilin,Mainland China,2020-02-17T11:03:06,89,34,1
Ningxia,Mainland China,2020-02-17T11:03:06,70,35,0
Guizhou,Mainland China,2020-02-17T11:13:16,146,57,1
Liaoning,Mainland China,2020-02-17T11:13:16,121,43,1
Zhejiang,Mainland China,2020-02-17T11:23:06,1171,507,0
Hunan,Mainland China,2020-02-17T11:43:01,1006,498,3
Shaanxi,Mainland China,2020-02-17T11:43:01,240,79,0
Guangdong,Mainland China,2020-02-17T12:43:02,1322,524,4
Tianjin,Mainland China,2020-02-17T12:43:02,125,46,3
Hebei,Mainland China,2020-02-17T13:03:06,301,122,3
Sichuan,Mainland China,2020-02-17T13:13:09,495,156,3
Diamond Princess cruise ship,Others,2020-02-17T14:33:04,454,0,0
,Singapore,2020-02-17T14:33:04,77,24,0
,Japan,2020-02-17T14:33:04,66,12,1
Henan,Mainland China,2020-02-17T14:53:02,1246,509,16
Gansu,Mainland China,2020-02-17T14:53:02,91,58,2
Taiwan,Taiwan,2020-02-17T15:43:02,22,2,1
Shanxi,Mainland China,2020-02-17T22:53:01,130,53,0
Hong Kong,Hong Kong,2020-02-17T22:53:01,60,2,1
Hubei,Mainland China,2020-02-17T23:13:06,59989,7862,1789
Chongqing,Mainland China,2020-02-17T23:13:06,553,225,5
,South Korea,2020-02-17T23:43:01,30,10,0
Shanghai,Mainland China,2020-02-17T23:53:02,333,161,1
Xinjiang,Mainland China,2020-02-18T01:03:15,76,12,1
Jiangxi,Mainland China,2020-02-18T01:33:01,933,310,1
Inner Mongolia,Mainland China,2020-02-18T02:03:06,73,8,0
Beijing,Mainland China,2020-02-18T02:13:06,387,122,4
,South Korea,2020-02-18T03:43:02,31,12,0
Shanghai,Mainland China,2020-02-18T05:03:08,333,177,1
Jilin,Mainland China,2020-02-18T07:43:02,89,36,1
Qinghai,Mainland China,2020-02-18T07:43:02,18,15,0
Fujian,Mainland China,2020-02-18T09:43:08,292,93,0
Yunnan,Mainland China,2020-02-18T09:43:08,172,57,0
Ningxia,Mainland China,2020-02-18T10:23:03,70,42,0
Hainan,Mainland China,2020-02-18T10:43:02,163,79,4
Heilongjiang,Mainland China,2020-02-18T11:03:12,464,111,11
Shandong,Mainland China,2020-02-18T12:13:08,543,211,3
Zhejiang,Mainland China,2020-02-18T12:23:02,1172,535,0
Jiangsu,Mainland China,2020-02-18T12:33:02,629,280,0
Sichuan,Mainland China,2020-02-18T12:33:02,508,169,3
Guangxi,Mainland China,2020-02-18T12:33:02,242,69,2
Liaoning,Mainland China,2020-02-18T12:53:02,121,53,1
Guizhou,Mainland China,2020-02-18T13:33:02,146,66,2
Guangdong,Mainland China,2020-02-18T13:43:02,1328,565,4
Hunan,Mainland China,2020-02-18T13:43:02,1007,527,4
Anhui,Mainland China,2020-02-18T13:43:02,982,361,6
Tianjin,Mainland China,2020-02-18T13:53:02,128,48,3
Henan,Mainland China,2020-02-18T14:23:02,1257,522,19
Shaanxi,Mainland China,2020-02-18T14:23:02,240,89,0
Gansu,Mainland China,2020-02-18T14:53:02,91,62,2
,Malaysia,2020-02-18T16:23:02,22,13,0
Diamond Princess cruise ship,Others,2020-02-18T16:53:03,542,0,0
,Singapore,2020-02-18T16:53:03,81,29,0
,Germany,2020-02-18T17:03:03,16,12,0
,Japan,2020-02-18T17:23:04,74,13,1
Hubei,Mainland China,2020-02-18T23:13:11,61682,9128,1921
Chongqing,Mainland China,2020-02-18T23:23:03,555,254,5
Shanxi,Mainland China,2020-02-18T23:23:03,131,61,0
Hong Kong,Hong Kong,2020-02-18T23:43:02,62,2,1
Hebei,Mainland China,2020-02-18T23:53:01,306,136,4
Jiangxi,Mainland China,2020-02-19T01:23:07,934,362,1
Liaoning,Mainland China,2020-02-19T01:23:07,121,55,1
Ningxia,Mainland China,2020-02-19T01:53:02,71,42,0
Shanghai,Mainland China,2020-02-19T04:43:02,333,186,2
Beijing,Mainland China,2020-02-19T04:53:02,393,145,4
Qinghai,Mainland China,2020-02-19T04:53:02,18,16,0
Jilin,Mainland China,2020-02-19T06:03:08,90,37,1
Xinjiang,Mainland China,2020-02-19T07:03:07,76,20,1
Taiwan,Taiwan,2020-02-19T07:53:02,23,2,1
Guangxi,Mainland China,2020-02-19T09:13:12,244,86,2
,Malaysia,2020-02-19T09:33:03,22,15,0
Guangdong,Mainland China,2020-02-19T10:23:02,1331,606,5
Shaanxi,Mainland China,2020-02-19T10:23:02,242,102,0
Guizhou,Mainland China,2020-02-19T10:53:02,146,70,2
Heilongjiang,Mainland China,2020-02-19T11:03:08,470,120,12
Inner Mongolia,Mainland China,2020-02-19T11:03:08,75,10,0
Zhejiang,Mainland China,2020-02-19T11:33:02,1174,604,0
Hunan,Mainland China,2020-02-19T11:33:02,1008,561,4
Fujian,Mainland China,2020-02-19T11:53:02,293,112,0
Shandong,Mainland China,2020-02-19T12:03:07,544,231,3
Henan,Mainland China,2020-02-19T12:13:08,1262,573,19
Jiangsu,Mainland China,2020-02-19T12:13:08,631,318,0
Hong Kong,Hong Kong,2020-02-19T12:13:08,63,5,2
Tianjin,Mainland China,2020-02-19T13:03:03,130,54,3
Hebei,Mainland China,2020-02-19T13:23:02,306,152,4
Sichuan,Mainland China,2020-02-19T13:53:02,514,188,3
Gansu,Mainland China,2020-02-19T13:53:02,91,65,2
Anhui,Mainland China,2020-02-19T14:13:03,986,413,6
Diamond Princess cruise ship,Others,2020-02-19T20:33:02,621,1,0
,Japan,2020-02-19T20:33:02,84,18,1
,Singapore,2020-02-19T22:13:08,84,34,0
Hubei,Mainland China,2020-02-19T23:23:02,62031,10337,2029
Chongqing,Mainland China,2020-02-19T23:23:02,560,274,5
Yunnan,Mainland China,2020-02-19T23:33:02,172,60,1
Hainan,Mainland China,2020-02-19T23:43:02,168,84,4
,Iran,2020-02-19T23:43:02,2,0,2
Shanxi,Mainland China,2020-02-19T23:53:02,131,68,0
Beijing,Mainland China,2020-02-20T01:43:01,395,153,4
Taiwan,Taiwan,2020-02-20T02:13:19,24,2,1
Macau,Macau,2020-02-20T02:13:19,10,6,0
Jiangxi,Mainland China,2020-02-20T05:23:02,934,433,1
Ningxia,Mainland China,2020-02-20T05:23:02,71,44,0
Shanghai,Mainland China,2020-02-20T06:03:03,334,199,2
Liaoning,Mainland China,2020-02-20T06:23:02,121,59,1
Heilongjiang,Mainland China,2020-02-20T09:43:01,476,136,12
Guangxi,Mainland China,2020-02-20T09:43:01,245,90,2
Guizhou,Mainland China,2020-02-20T09:43:01,146,72,2
Jilin,Mainland China,2020-02-20T09:43:01,91,43,1
Anhui,Mainland China,2020-02-20T09:53:02,987,474,6
Sichuan,Mainland China,2020-02-20T09:53:02,520,217,3
Shaanxi,Mainland China,2020-02-20T09:53:02,245,118,1
Hainan,Mainland China,2020-02-20T09:53:02,168,86,4
,South Korea,2020-02-20T09:53:02,104,16,1
Guangdong,Mainland China,2020-02-20T11:13:27,1332,642,5
Zhejiang,Mainland China,2020-02-20T11:13:27,1175,633,1
Hunan,Mainland China,2020-02-20T11:13:27,1010,634,4
Shandong,Mainland China,2020-02-20T11:13:27,546,254,4
Hebei,Mainland China,2020-02-20T11:13:27,307,169,5
Fujian,Mainland China,2020-02-20T12:23:02,293,126,1
Jiangsu,Mainland China,2020-02-20T12:53:02,631,356,0
Tianjin,Mainland China,2020-02-20T12:53:02,131,59,3
Inner Mongolia,Mainland China,2020-02-20T12:53:02,75,16,0
Xinjiang,Mainland China,2020-02-20T13:33:02,76,22,1
Henan,Mainland China,2020-02-20T13:53:06,1265,637,19
Gansu,Mainland China,2020-02-20T14:13:17,91,71,2
Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,1,2
,Japan,2020-02-20T15:53:03,94,18,1
,Iran,2020-02-20T17:33:02,5,0,2
Chongqing,Mainland China,2020-02-20T23:13:05,567,299,6
Yunnan,Mainland China,2020-02-20T23:13:05,174,79,2
Shanxi,Mainland China,2020-02-20T23:13:05,132,76,0
Hong Kong,Hong Kong,2020-02-20T23:13:05,68,6,2
Hubei,Mainland China,2020-02-20T23:43:02,62442,11788,2144
Beijing,Mainland China,2020-02-21T01:03:09,396,169,4
Jiangxi,Mainland China,2020-02-21T01:13:05,934,489,1
Liaoning,Mainland China,2020-02-21T01:33:02,121,61,1
,Singapore,2020-02-21T03:43:02,85,37,0
Hong Kong,Hong Kong,2020-02-21T03:43:02,68,5,2
Qinghai,Mainland China,2020-02-21T04:43:02,18,18,0
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0
British Columbia,Canada,2020-02-21T05:23:04,6,0,0
"Toronto, ON",Canada,2020-02-21T05:23:04,2,2,0
"Santa Clara, CA",US,2020-02-21T05:23:04,2,1,0
Queensland,Australia,2020-02-21T05:43:02,5,1,0
"San Diego County, CA",US,2020-02-21T05:43:02,2,1,0
Shanghai,Mainland China,2020-02-21T05:53:01,334,211,2
,Vietnam,2020-02-21T06:03:04,16,14,0
Yunnan,Mainland China,2020-02-21T06:23:04,174,96,2
Ningxia,Mainland China,2020-02-21T06:23:04,71,48,0
Taiwan,Taiwan,2020-02-21T06:53:03,26,2,1
Inner Mongolia,Mainland China,2020-02-21T08:03:15,75,17,0
Guangdong,Mainland China,2020-02-21T10:13:09,1333,690,5
Anhui,Mainland China,2020-02-21T10:13:09,988,539,6
Hainan,Mainland China,2020-02-21T10:13:09,168,95,4
Jilin,Mainland China,2020-02-21T10:13:09,91,45,1
Zhejiang,Mainland China,2020-02-21T10:23:02,1203,679,1
Shandong,Mainland China,2020-02-21T10:23:02,749,281,4
Jiangsu,Mainland China,2020-02-21T11:43:01,631,373,0
Heilongjiang,Mainland China,2020-02-21T11:43:01,479,175,12
Fujian,Mainland China,2020-02-21T11:43:01,293,149,1
Guangxi,Mainland China,2020-02-21T11:43:01,246,97,2
Shaanxi,Mainland China,2020-02-21T11:43:01,245,134,1
Sichuan,Mainland China,2020-02-21T12:53:01,525,231,3
Hebei,Mainland China,2020-02-21T12:53:01,308,184,5
Guizhou,Mainland China,2020-02-21T12:53:01,146,77,2
Tianjin,Mainland China,2020-02-21T12:53:01,132,62,3
Hubei,Mainland China,2020-02-21T13:03:09,62662,11881,2144
Henan,Mainland China,2020-02-21T13:43:02,1267,736,19
,South Korea,2020-02-21T13:43:02,204,16,2
Xinjiang,Mainland China,2020-02-21T13:43:02,76,24,1
Hunan,Mainland China,2020-02-21T15:13:07,1011,661,4
Gansu,Mainland China,2020-02-21T15:13:07,91,76,2
From Diamond Princess,Israel,2020-02-21T15:33:03,1,0,0
None,Lebanon,2020-02-21T15:33:03,1,0,0
,Thailand,2020-02-21T18:53:02,35,17,0
,Iran,2020-02-21T18:53:02,18,0,4
,Egypt,2020-02-21T18:53:02,1,0,0
,Japan,2020-02-21T19:03:06,105,22,1
,Germany,2020-02-21T23:03:13,16,14,0
From Diamond Princess,Australia,2020-02-21T23:03:13,4,0,0
Chongqing,Mainland China,2020-02-21T23:13:14,572,316,6
"Sacramento County, CA",US,2020-02-21T23:13:16,1,0,0
"Ashland, NE",US,2020-02-21T23:23:06,11,0,0
"Travis, CA",US,2020-02-21T23:23:06,5,0,0
"Lackland, TX",US,2020-02-21T23:23:06,2,0,0
Shanxi,Mainland China,2020-02-21T23:33:06,132,78,0
,Italy,2020-02-21T23:33:06,20,0,1
Guizhou,Mainland China,2020-02-22T01:03:10,146,90,2
Beijing,Mainland China,2020-02-22T02:23:05,399,178,4
Liaoning,Mainland China,2020-02-22T02:23:05,121,66,1
Yunnan,Mainland China,2020-02-22T04:43:02,174,107,2
Guangxi,Mainland China,2020-02-22T05:53:02,249,104,2
Jiangxi,Mainland China,2020-02-22T06:13:05,934,555,1
Shanghai,Mainland China,2020-02-22T06:33:17,335,227,3
Anhui,Mainland China,2020-02-22T07:43:03,989,597,6
Jiangsu,Mainland China,2020-02-22T07:43:03,631,401,0
,South Korea,2020-02-22T08:33:02,433,16,2
Shandong,Mainland China,2020-02-22T09:43:02,750,302,4
Shaanxi,Mainland China,2020-02-22T09:53:02,245,149,1
Hainan,Mainland China,2020-02-22T09:53:02,168,104,4
Guangdong,Mainland China,2020-02-22T10:03:04,1339,728,5
Hunan,Mainland China,2020-02-22T10:03:04,1013,692,4
,Iran,2020-02-22T10:03:05,28,0,5
Zhejiang,Mainland China,2020-02-22T11:13:13,1205,719,1
Heilongjiang,Mainland China,2020-02-22T11:13:13,479,204,12
Xinjiang,Mainland China,2020-02-22T11:13:14,76,25,2
Hebei,Mainland China,2020-02-22T12:33:04,309,203,6
Tianjin,Mainland China,2020-02-22T12:33:04,135,65,3
Jilin,Mainland China,2020-02-22T12:33:04,91,52,1
Sichuan,Mainland China,2020-02-22T13:03:03,526,250,3
Hong Kong,Hong Kong,2020-02-22T13:23:05,69,6,2
Fujian,Mainland China,2020-02-22T14:03:04,293,162,1
Henan,Mainland China,2020-02-22T14:13:38,1270,830,19
,Japan,2020-02-22T14:53:02,122,22,1
,United Arab Emirates,2020-02-22T14:53:02,13,4,0
From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
"Travis, CA (From Diamond Princess)",US,2020-02-22T17:13:24,5,0,0
"Lackland, TX (From Diamond Princess)",US,2020-02-22T17:13:24,2,0,0
From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0
,Lebanon,2020-02-22T20:53:02,1,0,0
"Omaha, NE (From Diamond Princess)",US,2020-02-22T23:03:09,11,0,0
Chongqing,Mainland China,2020-02-22T23:23:05,573,328,6
Shanxi,Mainland China,2020-02-22T23:23:05,132,81,0
Hubei,Mainland China,2020-02-22T23:33:06,64084,15299,2346
,Italy,2020-02-22T23:43:02,62,1,2
Inner Mongolia,Mainland China,2020-02-22T23:53:01,75,26,0
Beijing,Mainland China,2020-02-23T01:13:13,399,189,4
Shanghai,Mainland China,2020-02-23T03:13:07,335,249,3
Ningxia,Mainland China,2020-02-23T05:33:03,71,56,0
Yunnan,Mainland China,2020-02-23T05:33:03,174,115,2
Sichuan,Mainland China,2020-02-23T08:53:02,526,261,3
Jiangsu,Mainland China,2020-02-23T08:53:02,631,418,0
Guangdong,Mainland China,2020-02-23T08:53:02,1342,755,6
Jiangxi,Mainland China,2020-02-23T09:23:02,934,613,1
Inner Mongolia,Mainland China,2020-02-23T09:43:02,75,27,0
Taiwan,Taiwan,2020-02-23T09:53:02,28,2,1
Hong Kong,Hong Kong,2020-02-23T09:53:02,74,11,2
Henan,Mainland China,2020-02-23T10:23:02,1271,868,19
Guangxi,Mainland China,2020-02-23T10:33:03,249,106,2
Fujian,Mainland China,2020-02-23T10:33:03,293,170,1
Hunan,Mainland China,2020-02-23T10:33:03,1016,714,4
Anhui,Mainland China,2020-02-23T10:53:02,989,637,6
Hebei,Mainland China,2020-02-23T11:33:03,311,219,6
Shandong,Mainland China,2020-02-23T11:33:03,754,321,4
Hubei,Mainland China,2020-02-23T11:33:03,64084,15343,2346
Shaanxi,Mainland China,2020-02-23T12:13:14,245,163,1
Jilin,Mainland China,2020-02-23T12:43:02,91,54,1
Tianjin,Mainland China,2020-02-23T12:43:02,135,81,3
Guizhou,Mainland China,2020-02-23T12:43:02,146,102,2
Gansu,Mainland China,2020-02-23T13:23:06,91,78,2
Liaoning,Mainland China,2020-02-23T13:33:02,121,73,1
Heilongjiang,Mainland China,2020-02-23T13:43:02,480,222,12
Zhejiang,Mainland China,2020-02-23T13:43:02,1205,760,1
Xinjiang,Mainland China,2020-02-23T14:43:04,76,28,2
,Thailand,2020-02-23T15:03:05,35,21,0
,Iran,2020-02-23T15:13:15,43,0,8
,Singapore,2020-02-23T15:13:15,89,51,0
None,Iraq,2020-02-23T18:23:06,0,0,0
Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,0,3
